artículos_ordenados,cantidad,precio_de_venta,artículo_subtotal,id_de_pedido,service_fee
El Honesto Mike,2,12.7,25.4,MGL6KHRK,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,MGL6KHRK,0.0
El Honesto Mike,2,12.7,25.4,MAWM6UNE,0.0
Tequeños,1,6.4,6.4,C724F,0.0
Slim Combo (Para 1),1,11.9,11.9,C724F,0.0
Gofre,1,5.5,5.5,BU4TAVHU,0.0
Tequemix,1,9.9,9.9,BU4TAVHU,0.0
Hamburguesa EI - OU,1,18.2,18.2,BU4TAVHU,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,BU4TAVHU,0.0
Patatas (Pequeña),1,2.0,2.0,BC5EZTAH,0.0
Arepa Salsera,1,5.9,5.9,BC5EZTAH,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,BC5EZTAH,0.0
Combo Para Compartir,2,30.6,61.2,AYWNYMBK,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,B0FB2,0.0
Charles Wells,1,8.7,8.7,54E35,0.0
Patatas fritas Grandes,1,4.5,4.5,54E35,0.0
Slim Combo (Para 1),1,11.9,11.9,B2496,0.0
Sprite lata 330ml.,1,1.9,1.9,19382,0.0
New York,1,5.2,5.2,19382,0.0
Patatas fritas Grandes,1,4.5,4.5,19382,0.0
Sweet Home Sanvi,1,12.3,12.3,19382,0.0
Patatas fritas S,1,2.5,2.5,734184833,0.0
Boniato frito grande,1,6.9,6.9,734184833,0.0
Charles Wells,1,8.3,8.3,734184833,0.0
Sweet Home Sanvi,2,12.3,24.6,734184833,0.0
El Pelirojo Jimmy,1,10.7,10.7,BTMDK1KM,0.0
Tequeños,1,6.4,6.4,BPP1TDHM,0.0
Coca-Cola Zero Azúcar lata 330ml.,4,1.9,7.6,BPP1TDHM,0.0
Kahuna Burger,4,8.1,32.4,BPP1TDHM,0.0
Combo Para Los Dos,1,18.8,18.8,BX36RE2N,0.0
Patatas (Grande),1,3.5,3.5,BWDUWRBQ,0.0
Arepa Reina Pepiada,1,6.5,6.5,BWDUWRBQ,0.0
Slim Combo (Para 1),1,11.9,11.9,64DB4,0.0
Patatas fritas Grandes,1,4.5,4.5,925D7,0.0
Sweet Home Madrid,2,12.7,25.4,925D7,0.0
El Honesto Mike,2,12.7,25.4,M5TWTL1R,0.0
El Honesto Mike,1,12.7,12.7,A8BDD,0.0
Patatas fritas Grandes,1,4.5,4.5,A8BDD,0.0
Salsa Mayo Trufa,1,1.5,1.5,A8BDD,0.0
Kahuna Burger,2,8.5,17.0,MMRUZZP1,0.0
Trío criollo,1,12.2,12.2,BYQYDKX7,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BYQYDKX7,0.0
El Pelirojo Jimmy,4,10.7,42.8,BL7HDTRA,0.0
Salsa X,2,1.5,3.0,BL7HDTRA,0.0
Oklahoma Umbrella,1,7.5,7.5,BL7HDTRA,0.0
Patatas fritas Grandes,2,4.5,9.0,BL7HDTRA,0.0
Patatas fritas Grandes,1,4.5,4.5,MXDGKDJH,0.0
Kahuna Burger,1,8.5,8.5,MXDGKDJH,0.0
Ned Kelly,1,10.9,10.9,BR6XN61H,0.0
Sweet Home Benidorm,1,12.3,12.3,BR6XN61H,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BFHJLW1K,0.0
Alitas Kentucky (10 und),1,14.9,14.9,BFHJLW1K,0.0
Slim Combo (Para 1),1,11.9,11.9,734288069,0.0
Patatas fritas Grandes,1,4.5,4.5,D4CBF,0.0
Kahuna Burger,3,8.1,24.3,D4CBF,0.0
Patatas fritas S,1,2.5,2.5,734306670,0.0
Sweet Home Sanvi,1,12.3,12.3,734306670,0.0
El Pelirojo Jimmy,1,10.7,10.7,734306670,0.0
Charles Wells,1,8.7,8.7,198FA,0.0
Patatas fritas Grandes,1,4.5,4.5,198FA,0.0
Ned Kelly,1,11.4,11.4,198FA,0.0
Beety Miranda,1,12.7,12.7,A3BTLNUW,0.0
Nachos Anaya,1,12.2,12.2,A3BTLNUW,0.0
RABIOSA,1,14.2,14.2,A3BTLNUW,0.0
Combo Para Ti Solito,1,9.4,9.4,BQVD11HJ,0.0
Boniato frito pequeño,1,3.5,3.5,BXUC12DV,0.0
Kahuna Burger,1,8.1,8.1,BXUC12DV,0.0
Slim Combo (para 1),1,11.9,11.9,C204F,0.0
Oklahoma Umbrella,1,7.5,7.5,C204F,0.0
Burger La Caprichosa,1,10.9,10.9,A1W4C8SV,0.0
Burger La Riki,1,10.9,10.9,A1W4C8SV,0.0
Tequeños (4 Uds.),1,5.9,5.9,A1W4C8SV,0.0
Ned Kelly,1,10.9,10.9,666C4,0.0
Patatas fritas Grandes,1,4.5,4.5,666C4,0.0
Sweet Home Sanvi,1,12.3,12.3,666C4,0.0
Combo Ego (para 1),1,13.4,13.4,BWRSDDQV,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,D9D42,0.0
Alitas Kentucky (5 und),1,8.9,8.9,BCLD4SBH,0.0
Rabiosa,2,14.2,28.4,BCLD4SBH,0.0
Hamburguesa cheesebacon,1,12.5,12.5,BCLD4SBH,0.0
Hamburguesa La Vegana,1,14.5,14.5,BWHFNRNM,0.0
Pack de 12 Tequeños,1,17.8,17.8,BWHFNRNM,0.0
Kahuna Burger,1,8.1,8.1,193FF,0.0
El Honesto Mike,1,12.3,12.3,193FF,0.0
Patatas fritas Pequeñas,1,2.5,2.5,193FF,0.0
Dulces sueños,1,5.9,5.9,MCULTGLH,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MCULTGLH,0.0
Zima Blue,1,12.2,12.2,MCULTGLH,0.0
Tequeños,1,6.4,6.4,MCULTGLH,0.0
Hamburguesa La Uno,2,14.6,29.2,70569,0.0
Cerveza San Miguel,2,1.9,3.8,70569,0.0
Coca-Cola Zero Azúcar lata 330ml.,2,1.9,3.8,70569,0.0
Burger Perla Negra,4,12.5,50.0,AT1UTBSL,0.0
Kahuna Burger,1,8.1,8.1,C8621,0.0
Ned Kelly,1,10.9,10.9,C8621,0.0
Patatas fritas Grandes,1,4.5,4.5,C8621,0.0
Sweet Home Benidorm,1,12.3,12.3,C8621,0.0
Hamburguesa tropi chicken,1,12.9,12.9,BMNXT1JW,0.0
Tequeños,1,9.9,9.9,BMNXT1JW,0.0
Ned Kelly,1,10.9,10.9,734331596,0.0
Patatas fritas L,2,4.5,9.0,734331596,0.0
El Pelirojo Jimmy,1,10.7,10.7,734331596,0.0
Charles Wells,1,8.3,8.3,734331596,0.0
Sweet Home Sanvi,1,12.3,12.3,734331596,0.0
Charles Wells,1,8.3,8.3,BBC6D,0.0
Boniato frito pequeño,1,3.5,3.5,BBC6D,0.0
Burger Cheesebacon,1,11.9,11.9,MCM1L711,0.0
Coca-Cola Zero Azúcar lata 330ml.,2,1.9,3.8,0E99C,0.0
Hamburguesa La Muergana,1,14.5,14.5,0E99C,0.0
Hamburguesa La Uno,1,14.6,14.6,0E99C,0.0
Tequeños,1,9.9,9.9,0E99C,0.0
Ned Kelly,1,11.4,11.4,7251F,0.0
Salsa Mayo Trufa,1,1.5,1.5,7251F,0.0
Patatas fritas Grandes,1,4.5,4.5,7251F,0.0
Zima Blue,1,12.2,12.2,7251F,0.0
Sweet Home Alicante,1,12.3,12.3,41D1D,0.0
Patatas fritas Grandes,1,4.5,4.5,41D1D,0.0
El Pelirojo Jimmy,1,10.7,10.7,41D1D,0.0
Oklahoma Umbrella,2,7.5,15.0,07BA7,0.0
Patatas fritas Pequeñas,2,2.5,5.0,07BA7,0.0
Kahuna Burger,2,8.1,16.2,07BA7,0.0
Sweet Home Alicante,4,11.7,46.8,7CE4C,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,7CE4C,0.0
Patatas fritas Grandes,1,3.5,3.5,7CE4C,0.0
Charles Wells,2,8.3,8.3,734339121,0.0
Tequeños,1,6.4,6.4,734339121,0.0
Tequeños,1,6.4,6.4,920A2,0.0
Chicken Tenders,1,7.6,7.6,920A2,0.0
Sweet Home Sanvi,1,12.3,12.3,66543,0.0
Zima Blue,1,11.7,11.7,66543,0.0
Patatas fritas Grandes,2,4.5,9.0,66543,0.0
Sweet Home Benidorm,1,12.3,12.3,B1XWBZDE,0.0
Hamburguesa La Inglesa,1,12.3,12.3,BLGVVWPL,0.0
Hamburguesa Beety Miranda,1,12.7,12.7,BLGVVWPL,0.0
Combo Duo (Para 2),1,26.8,26.8,BRZS6LKG,0.0
Tequemix,1,9.9,9.9,BRZS6LKG,0.0
Kahuna Burger,1,8.5,8.5,MSUNTZRC,0.0
Salsa Mayo Pepper,1,1.5,1.5,MSUNTZRC,0.0
Sweet Home Madrid,1,12.7,12.7,MSUNTZRC,0.0
Patatas fritas Grandes,1,4.5,4.5,MSUNTZRC,0.0
Alitas,1,7.2,7.2,MSUNTZRC,0.0
Kahuna Burger,1,8.5,8.5,9B603,0.0
Patatas fritas Pequeñas,1,2.5,2.5,9B603,0.0
Burger La Uno Basic,1,12.6,12.6,ASMPLVRP,0.0
Tequeños (4 Uds.),1,5.9,5.9,ASMPLVRP,0.0
Patatas Fritas,1,2.5,2.5,ASMPLVRP,0.0
Nestea,1,1.9,1.9,734340565,0.0
Kahuna Burger,1,8.1,8.1,734340565,0.0
Coca-cola Zero,1,1.9,1.9,734340565,0.0
Sweet Home Alicante,1,12.3,12.3,734340565,0.0
Patatas fritas L,1,4.5,4.5,734340565,0.0
Hamburguesa La Dos,1,15.7,15.7,BWVPEWYP,0.0
Hamburguesa La Uno,1,14.6,14.6,BWVPEWYP,0.0
Tequemix,1,9.9,9.9,BWVPEWYP,0.0
Burger Perla Negra,1,12.5,12.5,A6WM1HAW,0.0
Kahuna Burger,2,8.5,17.0,CB6D3,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,CB6D3,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,CB6D3,0.0
Patatas fritas Grandes,1,3.5,3.5,A0428,0.0
Sweet Home Alicante,1,11.7,11.7,A0428,0.0
Crew Combo (Para 4),1,47.6,47.6,62220,0.0
Slim Combo (Para 1),1,11.9,11.9,BQKKHVTL,0.0
Oklahoma Umbrella,1,7.5,7.5,734350460,0.0
Agua,1,1.0,1.0,734350460,0.0
El Pelirojo Jimmy,1,10.7,10.7,734350460,0.0
Chicken Tenders,1,7.6,7.6,734350460,0.0
Nestea,1,1.9,1.9,734350460,0.0
Combo Para Compartir,1,32.6,32.6,6A8BC,0.0
Hamburguesa La Muergana,1,14.5,14.5,B6805,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,B6805,0.0
El Pelirojo Jimmy,1,10.7,10.7,AB7C6,0.0
Patatas fritas Grandes,1,4.5,4.5,AB7C6,0.0
Kahuna Burger,1,8.1,8.1,AB7C6,0.0
Sweet Home Sanvi,1,12.3,12.3,AB7C6,0.0
Chicken Tenders,1,7.6,7.6,148F0,0.0
Patatas fritas Grandes,1,4.5,4.5,148F0,0.0
Kahuna Burger,1,8.1,8.1,148F0,0.0
Combo Para Compartir,2,30.6,61.2,AZ4BZA8B,0.0
Combo Duo (Para 2),1,26.8,26.8,F3779,0.0
Nestea,1,1.9,1.9,734356159,0.0
Chicken Tenders,1,7.6,7.6,734356159,0.0
El Pelirojo Jimmy,1,10.7,10.7,734356159,0.0
Agua,1,1.0,1.0,734356159,0.0
Oklahoma Umbrella,1,7.5,7.5,734356159,0.0
Zima Blue,2,11.0,22.0,A8935,0.0
Patatas fritas Grandes,1,3.5,3.5,A8935,0.0
Tequeños,1,5.9,5.9,A8935,0.0
Charles Wells,1,8.3,8.3,F838A,0.0
Salsa X,1,1.5,1.5,F838A,0.0
Slim Combo (Para 1),1,11.9,11.9,F838A,0.0
Patatas fritas Grandes,1,4.5,4.5,F838A,0.0
La Muérgana,1,13.4,13.4,734355818,0.0
Ned Kelly,1,10.1,10.1,27983,0.0
Oklahoma Umbrella,1,7.5,7.5,27983,0.0
Kahuna Burger,1,7.7,7.7,27983,0.0
Patatas fritas Pequeñas,1,2.0,2.0,27983,0.0
Coca-Cola Zero Azúcar lata 330ml.,2,1.9,3.8,21A0E,0.0
Patatas fritas Grandes,1,3.5,3.5,21A0E,0.0
Sweet Home Alicante,1,11.7,11.7,21A0E,0.0
El Pelirojo Jimmy,1,9.7,9.7,21A0E,0.0
Burger La Uno Basic,1,12.6,12.6,AJHJ1WA3,0.0
Burger Perla Negra,1,12.5,12.5,AJHJ1WA3,0.0
Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,AJHJ1WA3,0.0
Tequeños (4 Uds.),1,5.9,5.9,AJHJ1WA3,0.0
Burger La Caprichosa,1,10.9,10.9,AJHJ1WA3,0.0
Arepa Reina Pepiada,5,6.5,32.5,BLUULKSA,0.0
Hamburguesa Beety Miranda,1,12.7,12.7,BKUU11Y3,0.0
Coca-Cola Zero Azúcar lata 330ml.,5,1.9,9.5,BKUU11Y3,0.0
Hamburguesa La Uno,1,14.6,14.6,BKUU11Y3,0.0
Sweet Home Madrid,1,12.7,12.7,96CBA,0.0
Boniato frito pequeño,1,3.5,3.5,96CBA,0.0
Crew Combo (Para 4),1,47.6,47.6,734360560,0.0
Patatas fritas Grandes,1,3.5,3.5,D7B1C,0.0
Sweet Home Alicante,1,11.7,11.7,D7B1C,0.0
Ned Kelly,1,10.9,10.9,BTUXMPVL,0.0
Patatas fritas Grandes,1,4.5,4.5,BTUXMPVL,0.0
Kahuna Burger,1,8.1,8.1,BTUXMPVL,0.0
Tequeños,1,6.4,6.4,BTUXMPVL,0.0
Alitas,1,7.2,7.2,BTUXMPVL,0.0
Sweet Home Alicante,1,11.7,11.7,22F76,0.0
Patatas fritas Pequeñas,1,2.0,2.0,22F76,0.0
Tequeños,1,5.9,5.9,22F76,0.0
Slim Combo (Para 1),1,11.9,11.9,7827B,0.0
Burger Perla Negra,1,12.5,12.5,AE1ZXNDT,0.0
Burger La Uno Basic,1,12.6,12.6,AE1ZXNDT,0.0
Sweet Home Alicante,1,11.7,11.7,86014,0.0
Patatas fritas Pequeñas,2,2.0,4.0,86014,0.0
Kahuna Burger,1,7.7,7.7,86014,0.0
Burger La Uno Basic,1,12.6,12.6,AZHRNTBB,0.0
Patatas fritas Grandes,1,3.5,3.5,E346C,0.0
Charles Wells,2,7.7,15.4,E346C,0.0
Zima Blue,1,11.7,11.7,ABFE5,0.0
Kahuna Burger,2,8.1,16.2,BXMW8YBN,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,BXMW8YBN,0.0
Patatas fritas Grandes,1,4.5,4.5,BXMW8YBN,0.0
Oklahoma Umbrella,1,7.5,7.5,BXMW8YBN,0.0
Sprite lata 330ml.,1,1.9,1.9,BXMW8YBN,0.0
Chicken Tenders (7 Uds.),1,7.2,7.2,AWT1U3TM,0.0
Combo Para Ti,1,15.3,15.3,AWT1U3TM,0.0
Sweet Home Sanvi,1,12.3,12.3,734371800,0.0
Oklahoma Umbrella,1,7.5,7.5,734371800,0.0
Patatas fritas Grandes,1,4.5,4.5,86DB0,0.0
Charles Wells,1,8.7,8.7,86DB0,0.0
Kahuna Burger,1,8.5,8.5,86DB0,0.0
Kahuna Burger,1,8.5,8.5,CC885,0.0
Monchi Meal (Para 2),1,23.8,23.8,2FF24,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BFE86,0.0
Slim Combo (Para 1),1,11.9,11.9,BFE86,0.0
Kahuna Burger,1,7.7,7.7,2D5F2,0.0
Charles Wells,1,7.7,7.7,2D5F2,0.0
Combo Para Compartir,1,30.6,30.6,ASRYFRPV,0.0
Charles Wells,1,8.3,8.3,734572843,0.0
Kahuna Burger,1,8.1,8.1,734572843,0.0
Patatas fritas L,1,4.5,4.5,734572843,0.0
Sweet Home Sanvi,1,12.3,12.3,734572843,0.0
Salsa Mayo Trufa,1,1.5,1.5,133894313,0.0
Patatas fritas Grandes,1,4.5,4.5,133894313,0.0
Sweet Home Madrid,1,12.7,12.7,133894313,0.0
Burger La Caprichosa,1,10.9,10.9,ARD1C83X,0.0
Boniato Frito,1,3.5,3.5,ARD1C83X,0.0
Burger Cheesebacon,1,10.9,10.9,ARD1C83X,0.0
Patatas Fritas,1,2.5,2.5,ARD1C83X,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,F8F5A,0.0
Charles Wells,2,7.7,15.4,F8F5A,0.0
Patatas fritas Grandes,1,3.5,3.5,F8F5A,0.0
Hamburguesa La Uno,1,14.6,14.6,BTVCMU41,0.0
Hamburguesa La Inglesa,1,12.3,12.3,BTVCMU41,0.0
Teque Nutella,1,3.2,3.2,BTVCMU41,0.0
Hamburguesa La Dos,1,15.7,15.7,BA31NXJJ,0.0
Hamburguesa La Muergana,1,14.5,14.5,BA31NXJJ,0.0
La catira,1,8.0,8.0,BA31NXJJ,0.0
Zima Blue,1,11.7,11.7,734599151,0.0
Oklahoma Umbrella,1,7.5,7.5,734599151,0.0
Slim Combo (Para 1),1,11.9,11.9,91EFD,0.0
Hamburguesa La Uno,1,14.6,14.6,BK1D1WCM,0.0
Sweet Home Benidorm,1,12.3,12.3,BMMDECLN,0.0
Boniato frito pequeño,1,3.5,3.5,BMMDECLN,0.0
Tequeños,1,6.4,6.4,BMMDECLN,0.0
Patatas fritas L,2,4.5,9.0,734602328,0.0
Zima Blue,1,11.7,11.7,734602328,0.0
Boniato frito grande,1,6.9,6.9,734602328,0.0
Sweet Home Sanvi,1,12.3,12.3,734602328,0.0
Kahuna Burger,1,8.1,8.1,734602328,0.0
Tequeños,1,9.9,9.9,BRQ1BZ7P,0.0
Arepa isleña,1,9.4,9.4,BRQ1BZ7P,0.0
Hamburguesa cheesebacon,1,12.5,12.5,BRQ1BZ7P,0.0
Arepa la rumbera remix,1,7.7,7.7,BRQ1BZ7P,0.0
Arepa sifrina,1,7.7,7.7,BRQ1BZ7P,0.0
Tequeños,1,5.9,5.9,4EF74,0.0
Sweet Home Alicante,1,11.7,11.7,4EF74,0.0
Sweet Home Sanvi,2,12.3,24.6,E5E13,0.0
Patatas fritas Pequeñas,1,2.5,2.5,E5E13,0.0
Sweet Home Sanvi,2,12.3,24.6,B0025,0.0
Patatas fritas Grandes,1,4.5,4.5,B0025,0.0
Patatas fritas Pequeñas,1,2.5,2.5,A76AE,0.0
Ned Kelly,1,10.9,10.9,A76AE,0.0
El Pelirojo Jimmy,1,10.7,10.7,A76AE,0.0
Zima Blue,1,11.7,11.7,A76AE,0.0
Slim Combo (Para 1),2,11.9,23.8,09CD0,0.0
RABIOSA,1,14.2,14.2,AMSRAWKL,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,MXRVLCDD,0.0
Oklahoma Umbrella,1,7.5,7.5,MXRVLCDD,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,133898267,0.0
Charles Wells,1,8.7,8.7,133898267,0.0
Sweet Home Madrid,1,12.7,12.7,133898267,0.0
Patatas fritas Grandes,1,4.5,4.5,133898267,0.0
Kahuna Burger,1,8.5,8.5,3FAC6,0.0
Monchi Meal (Para 2),1,23.8,23.8,3FAC6,0.0
La catira,1,7.7,7.7,734610718,0.0
Patatas fritas Pequeñas,1,2.5,2.5,4820F,0.0
Oklahoma Umbrella,1,7.5,7.5,4820F,0.0
Patatas fritas S,1,2.5,2.5,734612120,0.0
Sweet Home Alicante,1,12.3,12.3,734612120,0.0
Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,AWMRDEDZ,0.0
Burger La Uno Basic,1,12.6,12.6,AWMRDEDZ,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,734612266,0.0
La catira,1,8.0,8.0,19EDF,0.0
Rabiosa,1,14.2,14.2,19EDF,0.0
Hamburguesa Mango Vice,1,14.5,14.5,19EDF,0.0
Burger Perla Negra,1,12.5,12.5,AE7N7WPK,0.0
Patatas fritas Grandes,1,4.5,4.5,52D92,0.0
Ned Kelly,1,10.9,10.9,52D92,0.0
Zima Blue,1,11.7,11.7,52D92,0.0
El Pelirojo Jimmy,1,10.7,10.7,52D92,0.0
Reina pepiada,1,7.5,7.5,734611846,0.0
PACK 6 TEQUES,1,8.9,8.9,734611846,0.0
La Caprichosa,1,12.5,12.5,734611846,0.0
La rumbera remix,1,7.5,7.5,734611846,0.0
Crew Combo (Para 4),1,47.6,47.6,BFKJBNYS,0.0
Ned Kelly,1,11.4,11.4,MLYVVPZS,0.0
Tequeños,1,6.4,6.4,MLYVVPZS,0.0
Sweet Home Alicante,1,12.3,12.3,BD29F,0.0
Chicken Tenders,1,7.6,7.6,BD29F,0.0
Patatas fritas Grandes,1,4.5,4.5,BD29F,0.0
Kahuna Burger,1,8.1,8.1,BD29F,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BZTLN1Y1,0.0
Tequeños,1,9.9,9.9,BZTLN1Y1,0.0
Hamburguesa La Uno,1,14.6,14.6,BZTLN1Y1,0.0
Charles Wells,1,8.3,8.3,EA806,0.0
El Pelirojo Jimmy,1,10.7,10.7,EA806,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,EA806,0.0
Patatas fritas Grandes,2,3.5,7.0,F0260,0.0
Sweet Home Alicante,2,11.7,23.4,F0260,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,BAKMXYCQ,0.0
Oklahoma Umbrella,1,7.5,7.5,BAKMXYCQ,0.0
Patatas fritas Grandes,1,4.5,4.5,BAKMXYCQ,0.0
Kahuna Burger,1,8.1,8.1,BAKMXYCQ,0.0
El Pelirojo Jimmy,1,10.7,10.7,BWEB1EEE,0.0
Patatas fritas Grandes,1,4.5,4.5,BWEB1EEE,0.0
Cheese Cake de Oreo,1,4.5,4.5,BWEB1EEE,0.0
Salsa Mayo Trufa,1,1.5,1.5,BWEB1EEE,0.0
Zima Blue,1,11.7,11.7,BWEB1EEE,0.0
Burger Perla Negra,2,12.5,25.0,2DB1A,0.0
Tequeños (4 Uds.),1,5.9,5.9,2DB1A,0.0
Burger La Uno Basic,3,12.6,37.8,2DB1A,0.0
Marquesa de Nutella,1,5.9,5.9,2DB1A,0.0
Marquesa de Dulce de leche,1,5.9,5.9,2DB1A,0.0
Cheescake de Oreo,1,5.9,5.9,2DB1A,0.0
Sweet Home Madrid,1,12.7,12.7,M5JABRUQ,0.0
El Honesto Mike,2,12.7,25.4,MJQXLYYL,0.0
Kahuna Burger,2,8.5,17.0,MJQXLYYL,0.0
Patatas fritas Grandes,1,4.5,4.5,MJQXLYYL,0.0
Sweet Home Madrid,1,12.7,12.7,7C438,0.0
Kahuna Burger,4,8.5,34.0,M1LQEJ1B,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BPLFW5AP,0.0
Kahuna Burger,1,8.1,8.1,BPLFW5AP,0.0
Kahuna Burger,2,8.5,17.0,MXU1ZLYV,0.0
Combo Para Ti,1,16.3,16.3,MRS7H12X,0.0
Kahuna Burger,2,8.5,17.0,MB1GH9ML,0.0
Patatas fritas Pequeñas,1,2.5,2.5,MB1GH9ML,0.0
Boniato Frito,1,3.9,3.9,M8K5BMMA,0.0
Burger La Zar Basic,1,13.9,13.9,M8K5BMMA,0.0
Trío criollo,1,12.2,12.2,BUCLRYUG,0.0
Hamburguesa La Muergana,2,14.5,29.0,BUCLRYUG,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,BUCLRYUG,0.0
Hamburguesa tropi chicken,1,12.9,12.9,BKK1TVV6,0.0
El Honesto Mike,2,12.7,25.4,M7W1KRSE,0.0
Combo Para Ti Solito,1,9.4,9.4,B7HANC1G,0.0
Kahuna Burger,2,8.5,17.0,MRD14YUE,0.0
Sweet Home Benidorm,2,12.3,24.6,B1M9UR27,0.0
Patatas fritas Grandes,1,4.5,4.5,B1M9UR27,0.0
Chicken Tenders,1,7.6,7.6,B1M9UR27,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,BNJ1V61Z,0.0
Salsa X,2,1.5,3.0,BNJ1V61Z,0.0
Sweet Home Madrid,1,12.7,12.7,6F530,0.0
Ned Kelly,1,11.4,11.4,6F530,0.0
Patatas fritas Grandes,1,4.5,4.5,6F530,0.0
Oklahoma Umbrella,1,7.5,7.5,873CC,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,873CC,0.0
Patatas fritas Pequeñas,1,2.5,2.5,873CC,0.0
Monchi Meal (Para 2),1,23.8,23.8,133908340,0.0
Hamburguesa La Inglesa,1,12.3,12.3,BNWWNBDT,0.0
Teque Nutella,1,3.2,3.2,BNWWNBDT,0.0
Hamburguesa La Dos,1,15.7,15.7,BNWWNBDT,0.0
Hamburguesa La Muergana,1,14.5,14.5,BNWWNBDT,0.0
Alitas Kentucky (10 und),1,14.9,14.9,BNWWNBDT,0.0
Chicken tenders,1,7.7,7.7,47EBE,0.0
Combo Duo (Para 2),1,26.8,26.8,47EBE,0.0
Patatas fritas Grandes,1,4.5,4.5,BEM13GLA,0.0
El Pelirojo Jimmy,1,10.7,10.7,BEM13GLA,0.0
Slim Combo (Para 1),1,11.9,11.9,BA1JQ2SZ,0.0
Hamburguesa Perla Negra,1,14.3,14.3,82E49,0.0
Alitas Kentucky (5 und),1,8.9,8.9,82E49,0.0
Hamburguesa cheesebacon,1,12.5,12.5,82E49,0.0
Combo Duo (Para 2),1,26.8,26.8,AS9GE52P,0.0
Charles Wells,1,7.7,7.7,4AF6A,0.0
Patatas fritas Grandes,2,3.5,7.0,4AF6A,0.0
Sweet Home Alicante,1,11.7,11.7,88A6E,0.0
Charles Wells,1,7.7,7.7,88A6E,0.0
Patatas fritas Grandes,1,3.5,3.5,88A6E,0.0
Zima Blue,1,11.0,11.0,88A6E,0.0
Oklahoma Umbrella,1,7.5,7.5,133910121,0.0
Patatas fritas Pequeñas,1,2.5,2.5,133910121,0.0
Patatas fritas Grandes,1,4.5,4.5,BM7WBQ8A,0.0
Tequeños,1,6.4,6.4,BM7WBQ8A,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,BM7WBQ8A,0.0
Kahuna Burger,1,8.1,8.1,BM7WBQ8A,0.0
Oklahoma Umbrella,1,7.5,7.5,734764228,0.0
Patatas fritas L,1,4.5,4.5,734764228,0.0
Nachos Anaya,1,12.2,12.2,B3Q4GXF1,0.0
Teque Nutella,1,3.2,3.2,B3Q4GXF1,0.0
Hamburguesa Perla Negra,1,14.3,14.3,B3Q4GXF1,0.0
Zima Blue,1,12.2,12.2,6B5B0,0.0
Patatas fritas Pequeñas,1,2.5,2.5,6B5B0,0.0
Sweet Home Sanvi,1,12.3,12.3,734761781,0.0
Charles Wells,1,8.3,8.3,734761781,0.0
Rabiosa,3,14.2,42.6,87492,0.0
Chicken tenders,1,7.7,7.7,BLRSNJBG,0.0
Trío criollo,1,12.2,12.2,BLRSNJBG,0.0
Patatas bacon cheddar,1,7.7,7.7,BLRSNJBG,0.0
Tequemix,1,9.9,9.9,AHVAJYD2,0.0
Caprichosa,1,12.9,12.9,AHVAJYD2,0.0
Kahuna Burger,1,8.1,8.1,96AE2,0.0
Patatas fritas Pequeñas,1,2.5,2.5,96AE2,0.0
Patatas fritas Grandes,1,4.5,4.5,MRYDCZDR,0.0
El Pelirojo Jimmy,1,11.2,11.2,MRYDCZDR,0.0
Charles Wells,1,8.7,8.7,MRYDCZDR,0.0
Salsa X,1,1.5,1.5,MRYDCZDR,0.0
Coca-Cola Sabor Original lata 330ml.,2,1.9,3.8,MRYDCZDR,0.0
El Honesto Mike,1,12.7,12.7,133913826,0.0
Patatas fritas Grandes,1,4.5,4.5,133913826,0.0
Burger La Riki,1,10.9,10.9,AVRJPMLQ,0.0
Patatas Fritas,1,2.5,2.5,AVRJPMLQ,0.0
Alitas De Pollo Fritas (7 Uds.),1,7.2,7.2,F5E71,0.0
